wav_filename,wav_filesize,transcript
deepspeech/train/435.wav,184270,تبت يدا أبي لهب و تب
deepspeech/train/436.wav,198606,ما أغنى عنه ماله و ما كسب
deepspeech/train/437.wav,159694,سيصلى نار ذات لهب
deepspeech/train/438.wav,159694,و امرأته حمالة الحطب
deepspeech/train/439.wav,180174,في جيديها حبل من مسد
deepspeech/train/440.wav,237518,تبت يدا أبي لهب و تب
deepspeech/train/441.wav,237518,ما أغنى عنه ماله و ما كسب
deepspeech/train/442.wav,206798,سيصلى نار ذات لهب
deepspeech/train/443.wav,212942,و امرأته حمالة الحطب
deepspeech/train/444.wav,245710,في جيديها حبل من مسد
deepspeech/train/445.wav,247758,تبت يدا أبي لهب و تب
deepspeech/train/446.wav,260046,ما أغنى عنه ماله و ما كسب
deepspeech/train/447.wav,151502,سيصلى نار ذات لهب
deepspeech/train/448.wav,163790,و امرأته حمالة الحطب
deepspeech/train/449.wav,200654,في جيديها حبل من مسد
deepspeech/train/450.wav,264142,تبت يدا أبي لهب و تب
deepspeech/train/451.wav,319438,ما أغنى عنه ماله و ما كسب
deepspeech/train/452.wav,253902,و امرأته حمالة الحطب
deepspeech/train/453.wav,253902,في جيديها حبل من مسد
deepspeech/train/454.wav,176078,تبت يدا أبي لهب و تب
deepspeech/train/455.wav,178126,ما أغنى عنه ماله و ما كسب
deepspeech/train/456.wav,155598,سيصلى نار ذات لهب
deepspeech/train/457.wav,159694,و امرأته حمالة الحطب
deepspeech/train/458.wav,184270,في جيديها حبل من مسد
deepspeech/train/459.wav,219086,ما أغنى عنه ماله و ما كسب
deepspeech/train/460.wav,157646,سيصلى نار ذات لهب
deepspeech/train/461.wav,174030,و امرأته حمالة الحطب
deepspeech/train/462.wav,221134,في جيديها حبل من مسد
deepspeech/train/463.wav,196558,تبت يدا أبي لهب و تب
deepspeech/train/464.wav,178126,ما أغنى عنه ماله و ما كسب
deepspeech/train/465.wav,204750,سيصلى نار ذات لهب
deepspeech/train/466.wav,112590,حمالة الحطب
deepspeech/train/467.wav,186318,في جيديها حبل من مسد
deepspeech/train/468.wav,180174,تبت يدا أبي لهب و تب
deepspeech/train/469.wav,165838,ما أغنى عنه ماله و ما كسب
deepspeech/train/470.wav,110542,سيصلى نار ذات لهب
deepspeech/train/471.wav,131022,و امرأته حمالة الحطب
deepspeech/train/472.wav,178126,في جيديها حبل من مسد
deepspeech/train/473.wav,149454,تبت يدا أبي لهب و تب
deepspeech/train/474.wav,143310,ما أغنى عنه ماله و ما كسب
deepspeech/train/475.wav,120782,سيصلى نار ذات لهب
deepspeech/train/476.wav,118734,و امرأته حمالة الحطب
deepspeech/train/477.wav,225230,تبت يدا أبي لهب و تب
deepspeech/train/478.wav,196558,ما أغنى عنه ماله و ما كسب
deepspeech/train/479.wav,147406,سيصلى نار ذات لهب
deepspeech/train/480.wav,157646,و امرأته حمالة الحطب
deepspeech/train/481.wav,167886,في جيديها حبل من مسد
deepspeech/train/482.wav,146456,تبت يدا أبي لهب و تب
deepspeech/train/483.wav,239336,ما أغنى عنه ماله و ما كسب
deepspeech/train/484.wav,205900,سيصلى نار ذات لهب
deepspeech/train/485.wav,94444,و امرأته حمالة الحطب
deepspeech/train/486.wav,92216,في جيديها حبل من مسد
deepspeech/train/487.wav,195498,تبت يدا أبي لهب و تب
deepspeech/train/488.wav,161188,سيصلى نار ذات لهب
deepspeech/train/489.wav,150264,و امرأته حمالة الحطب
deepspeech/train/490.wav,200698,في جيديها حبل من مسد
deepspeech/train/491.wav,210358,تبت يدا أبي لهب و تب
deepspeech/train/492.wav,115250,ما أغنى عنه ماله و ما كسب
deepspeech/train/493.wav,128624,سيصلى نار ذات لهب
deepspeech/train/494.wav,170978,و امرأته حمالة الحطب
deepspeech/train/495.wav,240376,في جيديها حبل من مسد
deepspeech/train/496.wav,312154,تبت يدا أبي لهب و تب
deepspeech/train/497.wav,251300,ما أغنى عنه ماله و ما كسب
deepspeech/train/498.wav,234878,و امرأته حمالة الحطب
deepspeech/train/499.wav,256760,في جيديها حبل من مسد
deepspeech/train/500.wav,159832,تبت يدا أبي لهب و تب
deepspeech/train/501.wav,162804,ما أغنى عنه ماله و ما كسب
deepspeech/train/502.wav,210340,و امرأته حمالة الحطب
deepspeech/train/503.wav,170978,في جيديها حبل من مسد
deepspeech/train/504.wav,264952,تبت يدا أبي لهب و تب
deepspeech/train/505.wav,170978,في جيديها حبل من مسد
deepspeech/train/506.wav,179894,تبت يدا أبي لهب و تب
deepspeech/train/507.wav,158346,في جيديها حبل من مسد
deepspeech/train/508.wav,81812,تبت يدا أبي لهب و تب
deepspeech/train/509.wav,142072,في جيديها حبل من مسد
deepspeech/train/510.wav,321070,في جيديها حبل من مسد
deepspeech/train/511.wav,196558,إذا جاء نصر الله و الفتح
deepspeech/train/512.wav,253902,و رأيت الناس يدخلون في دين الله أفواجا
deepspeech/train/513.wav,301006,فسبح بحمد ربك و استغفره إنه كان توابا
deepspeech/train/514.wav,171982,إذا جاء نصر الله و الفتح
deepspeech/train/515.wav,253902,و رأيت الناس يدخلون في دين الله أفواجا
deepspeech/train/516.wav,305102,فسبح بحمد ربك و استغفره إنه كان توابا
deepspeech/train/517.wav,149454,إذا جاء نصر الله و الفتح
deepspeech/train/518.wav,198606,و رأيت الناس يدخلون في دين الله أفواجا
deepspeech/train/519.wav,243662,فسبح بحمد ربك و استغفره إنه كان توابا
deepspeech/train/520.wav,202702,إذا جاء نصر الله و الفتح
deepspeech/train/521.wav,249806,و رأيت الناس يدخلون في دين الله أفواجا
deepspeech/train/522.wav,147406,فسبح بحمد ربك و استغفره
deepspeech/train/523.wav,233422,إذا جاء نصر الله و الفتح
deepspeech/train/524.wav,335822,و رأيت الناس يدخلون في دين الله أفواجا
deepspeech/train/525.wav,221134,فسبح بحمد ربك و استغفره
deepspeech/train/526.wav,280526,إذا جاء نصر الله و الفتح
deepspeech/train/527.wav,409550,و رأيت الناس يدخلون في دين الله أفواجا
deepspeech/train/528.wav,264142,فسبح بحمد ربك و استغفره
deepspeech/train/529.wav,315342,و رأيت الناس يدخلون في دين الله أفواجا
deepspeech/train/530.wav,354254,فسبح بحمد ربك و استغفره إنه كان توابا
deepspeech/train/531.wav,196558,إذا جاء نصر الله و الفتح
deepspeech/train/532.wav,272334,و رأيت الناس يدخلون في دين الله أفواجا
deepspeech/train/533.wav,323534,فسبح بحمد ربك و استغفره إنه كان توابا
deepspeech/train/534.wav,214990,إذا جاء نصر الله و الفتح
deepspeech/train/535.wav,296910,و رأيت الناس يدخلون في دين الله أفواجا
deepspeech/train/536.wav,180174,فسبح بحمد ربك و استغفره
deepspeech/train/537.wav,198606,إذا جاء نصر الله و الفتح
deepspeech/train/538.wav,241614,و رأيت الناس يدخلون في دين الله أفواجا
deepspeech/train/539.wav,286670,فسبح بحمد ربك و استغفره إنه كان توابا
deepspeech/train/540.wav,112036,إذا جاء نصر الله و الفتح
deepspeech/train/541.wav,169492,و رأيت الناس يدخلون في دين الله أفواجا
deepspeech/train/542.wav,186582,فسبح بحمد ربك و استغفره إنه كان توابا
deepspeech/train/543.wav,264600,إذا جاء نصر الله و الفتح
deepspeech/train/544.wav,215560,و رأيت الناس يدخلون في دين الله أفواجا
deepspeech/train/545.wav,426062,فسبح بحمد ربك و استغفره إنه كان توابا
deepspeech/train/546.wav,259492,إذا جاء نصر الله و الفتح
deepspeech/train/547.wav,297294,و رأيت الناس يدخلون في دين الله أفواجا
deepspeech/train/548.wav,205156,إذا جاء نصر الله و الفتح
deepspeech/train/549.wav,169380,و رأيت الناس يدخلون في دين الله أفواجا
deepspeech/train/550.wav,144228,بحمد ربك و استغفره إنه كان توابا
deepspeech/train/551.wav,232184,و رأيت الناس يدخلون في دين الله أفواجا
deepspeech/train/552.wav,247510,فسبح بحمد ربك و استغفره إنه كان توابا
deepspeech/train/553.wav,142742,و رأيت الناس يدخلون في دين الله أفواجا
deepspeech/train/554.wav,269058,فسبح بحمد ربك و استغفره إنه كان توابا
deepspeech/train/555.wav,256426,و رأيت الناس يدخلون في دين الله أفواجا
deepspeech/train/556.wav,346334,فسبح بحمد ربك و استغفره إنه كان توابا
deepspeech/train/557.wav,165838,قل يا أيها الكافرون
deepspeech/train/558.wav,141262,لا أعبد ما تعبدون
deepspeech/train/559.wav,251854,و لا أنتم عابدون ما أعبد
deepspeech/train/560.wav,198606,و لا أنا عابد ما عبدتم
deepspeech/train/561.wav,231374,و لا أنتم عابدون ما أعبد
deepspeech/train/562.wav,118734,لكم دينكم و لي دين
deepspeech/train/563.wav,141262,قل يا أيها الكافرون
deepspeech/train/564.wav,143310,لا أعبد ما تعبدون
deepspeech/train/565.wav,206798,و لا أنتم عابدون ما أعبد
deepspeech/train/566.wav,161742,و لا أنا عابد ما عبدتم
deepspeech/train/567.wav,198606,و لا أنتم عابدون ما أعبد
deepspeech/train/568.wav,198606,و لا أنتم عابدون ما أعبد
deepspeech/train/569.wav,145358,قل يا أيها الكافرون
deepspeech/train/570.wav,122830,لا أعبد ما تعبدون
deepspeech/train/571.wav,171982,و لا أنتم عابدون ما أعبد
deepspeech/train/572.wav,137166,و لا أنا عابد ما عبدتم
deepspeech/train/573.wav,165838,و لا أنتم عابدون ما أعبد
deepspeech/train/574.wav,120782,لكم دينكم و لي دين
deepspeech/train/575.wav,184270,قل يا أيها الكافرون
deepspeech/train/576.wav,151502,لا أعبد ما تعبدون
deepspeech/train/577.wav,137166,و لا أنا عابد ما عبدتم
deepspeech/train/578.wav,204750,و لا أنتم عابدون ما أعبد
deepspeech/train/579.wav,120782,لكم دينكم و لي دين
deepspeech/train/580.wav,221134,قل يا أيها الكافرون
deepspeech/train/581.wav,196558,لا أعبد ما تعبدون
deepspeech/train/582.wav,294862,و لا أنتم عابدون ما أعبد
deepspeech/train/583.wav,206798,و لا أنا عابد ما عبدتم
deepspeech/train/584.wav,309198,و لا أنتم عابدون ما أعبد
deepspeech/train/585.wav,180174,لكم دينكم و لي دين
deepspeech/train/586.wav,253902,قل يا أيها الكافرون
deepspeech/train/587.wav,251854,لا أعبد ما تعبدون
deepspeech/train/588.wav,329678,و لا أنتم عابدون ما أعبد
deepspeech/train/589.wav,268238,و لا أنا عابد ما عبدتم
deepspeech/train/590.wav,341966,و لا أنتم عابدون ما أعبد
deepspeech/train/591.wav,210894,لكم دينكم و لي دين
deepspeech/train/592.wav,159694,قل يا أيها الكافرون
deepspeech/train/593.wav,145358,لا أعبد ما تعبدون
deepspeech/train/594.wav,204750,و لا أنتم عابدون ما أعبد
deepspeech/train/595.wav,174030,و لا أنا عابد ما عبدتم
deepspeech/train/596.wav,192462,و لا أنتم عابدون ما أعبد
deepspeech/train/597.wav,245710,لا أعبد ما تعبدون
deepspeech/train/598.wav,278478,و لا أنتم عابدون ما أعبد
deepspeech/train/599.wav,243662,و لا أنا عابد ما عبدتم
deepspeech/train/600.wav,290766,و لا أنتم عابدون ما أعبد
deepspeech/train/601.wav,217038,لكم دينكم و لي دين
deepspeech/train/602.wav,206798,قل يا أيها الكافرون
deepspeech/train/603.wav,192462,لا أعبد ما تعبدون
deepspeech/train/604.wav,284622,و لا أنتم عابدون ما أعبد
deepspeech/train/605.wav,217038,و لا أنا عابد ما عبدتم
deepspeech/train/606.wav,264142,و لا أنتم عابدون ما أعبد
deepspeech/train/607.wav,139214,لكم دينكم و لي دين
deepspeech/train/608.wav,220018,قل يا أيها الكافرون
deepspeech/train/609.wav,73640,لا أعبد ما تعبدون
deepspeech/train/610.wav,201442,و لا أنتم عابدون ما أعبد
deepspeech/train/611.wav,157602,و لا أنا عابد ما عبدتم
deepspeech/train/612.wav,239336,و لا أنتم عابدون ما أعبد
deepspeech/train/613.wav,156860,لكم دينكم و لي دين
deepspeech/train/614.wav,182122,قل يا أيها الكافرون
deepspeech/train/615.wav,127138,لا أعبد ما تعبدون
deepspeech/train/616.wav,248254,و لا أنتم عابدون ما أعبد
deepspeech/train/617.wav,191782,و لا أنا عابد ما عبدتم
deepspeech/train/618.wav,284068,لكم دينكم و لي دين
deepspeech/train/619.wav,240376,قل يا أيها الكافرون
deepspeech/train/620.wav,305912,و لا أنتم عابدون ما أعبد
deepspeech/train/621.wav,84042,و لا أنا عابد ما عبدتم
deepspeech/train/622.wav,188068,و لا أنتم عابدون ما أعبد
deepspeech/train/623.wav,109306,لكم دينكم و لي دين
deepspeech/train/624.wav,221504,قل يا أيها الكافرون
deepspeech/train/625.wav,251300,لا أعبد ما تعبدون
deepspeech/train/626.wav,301752,و لا أنتم عابدون ما أعبد
deepspeech/train/627.wav,314104,و لا أنتم عابدون ما أعبد
deepspeech/train/628.wav,214074,لكم دينكم و لي دين
deepspeech/train/629.wav,161318,قل يا أيها الكافرون
deepspeech/train/630.wav,181380,لا أعبد ما تعبدون
deepspeech/train/631.wav,240822,و لا أنتم عابدون ما أعبد
deepspeech/train/632.wav,237108,و لا أنتم عابدون ما أعبد
deepspeech/train/633.wav,182122,لكم دينكم و لي دين
deepspeech/train/634.wav,172464,لا أعبد ما تعبدون
deepspeech/train/635.wav,228192,و لا أنتم عابدون ما أعبد
deepspeech/train/636.wav,297294,و لا أنتم عابدون ما أعبد
deepspeech/train/637.wav,237108,لا أعبد ما تعبدون
deepspeech/train/638.wav,251968,و لا أنتم عابدون ما أعبد
deepspeech/train/639.wav,164290,لا أعبد ما تعبدون
deepspeech/train/640.wav,180174,إنا أعطيناك الكوثر
deepspeech/train/641.wav,110542,فصلي لربك و انحر
deepspeech/train/642.wav,137166,إن شانئك هو الأبتر
deepspeech/train/643.wav,171982,إنا أعطيناك الكوثر
deepspeech/train/644.wav,108494,فصلي لربك و انحر
deepspeech/train/645.wav,153550,إن شانئك هو الأبتر
deepspeech/train/646.wav,149454,إنا أعطيناك الكوثر
deepspeech/train/647.wav,88014,فصلي لربك و انحر
deepspeech/train/648.wav,210894,إنا أعطيناك الكوثر
deepspeech/train/649.wav,104398,فصلي لربك و انحر
deepspeech/train/650.wav,161742,إن شانئك هو الأبتر
deepspeech/train/651.wav,288718,إنا أعطيناك الكوثر
deepspeech/train/652.wav,126926,فصلي لربك و انحر
deepspeech/train/653.wav,192462,إن شانئك هو الأبتر
deepspeech/train/654.wav,268238,إنا أعطيناك الكوثر
deepspeech/train/655.wav,182222,فصلي لربك و انحر
deepspeech/train/656.wav,237518,إن شانئك هو الأبتر
deepspeech/train/657.wav,186318,إنا أعطيناك الكوثر
deepspeech/train/658.wav,139214,فصلي لربك و انحر
deepspeech/train/659.wav,159694,إن شانئك هو الأبتر
deepspeech/train/660.wav,212942,إنا أعطيناك الكوثر
deepspeech/train/661.wav,122830,فصلي لربك و انحر
deepspeech/train/662.wav,155598,إن شانئك هو الأبتر
deepspeech/train/663.wav,214990,إنا أعطيناك الكوثر
deepspeech/train/664.wav,128974,فصلي لربك و انحر
deepspeech/train/665.wav,159694,إن شانئك هو الأبتر
deepspeech/train/666.wav,76536,إنا أعطيناك الكوثر
deepspeech/train/667.wav,58036,فصلي لربك و انحر
deepspeech/train/668.wav,143484,إن شانئك هو الأبتر
deepspeech/train/669.wav,133082,فصلي لربك و انحر
deepspeech/train/670.wav,132340,إن شانئك هو الأبتر
deepspeech/train/671.wav,264952,إنا أعطيناك الكوثر
deepspeech/train/672.wav,102618,فصلي لربك و انحر
deepspeech/train/673.wav,240822,إن شانئك هو الأبتر
deepspeech/train/674.wav,200698,إنا أعطيناك الكوثر
deepspeech/train/675.wav,99646,فصلي لربك و انحر
deepspeech/train/676.wav,131150,إن شانئك هو الأبتر
deepspeech/train/677.wav,300266,إنا أعطيناك الكوثر
deepspeech/train/678.wav,156860,إن شانئك هو الأبتر
deepspeech/train/679.wav,157646,أرأيت الذي يكذب بالدين
deepspeech/train/680.wav,153550,فذلك الذي يدع اليتيم
deepspeech/train/681.wav,171982,و لا يحض على طعام المسكين
deepspeech/train/682.wav,131022,فويل للمصلين
deepspeech/train/683.wav,208846,الذين هم عن صلاتهم ساهون
deepspeech/train/684.wav,292814,الذين هم يراؤن و يمنعون الماعون
deepspeech/train/685.wav,157646,أرأيت الذي يكذب بالدين
deepspeech/train/686.wav,149454,فذلك الذي يدع اليتيم
deepspeech/train/687.wav,165838,و لا يحض على طعام المسكين
deepspeech/train/688.wav,270286,فويل للمصلين الذين هم عن صلاتهم ساهون
deepspeech/train/689.wav,153550,الذين هم يراؤن
deepspeech/train/690.wav,145358,و يمنعون الماعون
deepspeech/train/691.wav,122830,أرأيت الذي يكذب بالدين
deepspeech/train/692.wav,118734,فذلك الذي يدع اليتيم
deepspeech/train/693.wav,217038,فويل للمصلين الذين هم عن صلاتهم ساهون
deepspeech/train/694.wav,223182,الذين هم يراؤن و يمنعون الماعون
deepspeech/train/695.wav,128974,أرأيت الذي يكذب بالدين
deepspeech/train/696.wav,128974,فذلك الذي يدع اليتيم
deepspeech/train/697.wav,135118,و لا يحض على طعام المسكين
deepspeech/train/698.wav,221134,فويل للمصلين الذين هم عن صلاتهم ساهون
deepspeech/train/699.wav,202702,الذين هم يراؤن و يمنعون الماعون
deepspeech/train/700.wav,186318,أرأيت الذي يكذب بالدين
deepspeech/train/701.wav,174030,فذلك الذي يدع اليتيم
deepspeech/train/702.wav,186318,و لا يحض على طعام المسكين
deepspeech/train/703.wav,147406,فويل للمصلين
deepspeech/train/704.wav,214990,الذين هم عن صلاتهم ساهون
deepspeech/train/705.wav,190414,الذين هم يراؤن
deepspeech/train/706.wav,141262,و يمنعون الماعون
deepspeech/train/707.wav,223182,فذلك الذي يدع اليتيم
deepspeech/train/708.wav,235470,و لا يحض على طعام المسكين
deepspeech/train/709.wav,376782,فويل للمصلين الذين هم عن صلاتهم ساهون
deepspeech/train/710.wav,374734,الذين هم يراؤن و يمنعون الماعون
deepspeech/train/711.wav,260046,أرأيت الذي يكذب بالدين
deepspeech/train/712.wav,253902,فذلك الذي يدع اليتيم
deepspeech/train/713.wav,282574,و لا يحض على طعام المسكين
deepspeech/train/714.wav,200654,فويل للمصلين
deepspeech/train/715.wav,307150,الذين هم عن صلاتهم ساهون
deepspeech/train/716.wav,440270,الذين هم يراؤن و يمنعون الماعون
deepspeech/train/717.wav,192462,أرأيت الذي يكذب بالدين
deepspeech/train/718.wav,167886,فذلك الذي يدع اليتيم
deepspeech/train/719.wav,184270,و لا يحض على طعام المسكين
deepspeech/train/720.wav,124878,فويل للمصلين
deepspeech/train/721.wav,288718,فويل للمصلين الذين هم عن صلاتهم ساهون
deepspeech/train/722.wav,174030,الذين هم يراؤن
deepspeech/train/723.wav,149454,و يمنعون الماعون
deepspeech/train/724.wav,210894,أرأيت الذي يكذب بالدين
deepspeech/train/725.wav,241614,فذلك الذي يدع اليتيم
deepspeech/train/726.wav,214990,و لا يحض على طعام المسكين
deepspeech/train/727.wav,167886,فويل للمصلين
deepspeech/train/728.wav,231374,الذين هم عن صلاتهم ساهون
deepspeech/train/729.wav,247758,الذين هم يراؤن
deepspeech/train/730.wav,180174,أرأيت الذي يكذب بالدين
deepspeech/train/731.wav,174030,فذلك الذي يدع اليتيم
deepspeech/train/732.wav,182222,و لا يحض على طعام المسكين
deepspeech/train/733.wav,212942,الذين هم عن صلاتهم ساهون
deepspeech/train/734.wav,174030,الذين هم يراؤن
deepspeech/train/735.wav,131022,و يمنعون الماعون
deepspeech/train/736.wav,176178,أرأيت الذي يكذب بالدين
deepspeech/train/737.wav,148686,فذلك الذي يدع اليتيم
deepspeech/train/738.wav,163546,و لا يحض على طعام المسكين
deepspeech/train/739.wav,111534,فويل للمصلين
deepspeech/train/740.wav,101132,الذين هم عن صلاتهم ساهون
deepspeech/train/741.wav,183608,الذين هم يراؤن
deepspeech/train/742.wav,128624,و يمنعون الماعون
deepspeech/train/743.wav,199416,أرأيت الذي يكذب بالدين
deepspeech/train/744.wav,267572,و لا يحض على طعام المسكين
deepspeech/train/745.wav,144970,فويل للمصلين
deepspeech/train/746.wav,223732,الذين هم عن صلاتهم ساهون
deepspeech/train/747.wav,106332,الذين هم يراؤن
deepspeech/train/748.wav,58778,و يمنعون الماعون
deepspeech/train/749.wav,113764,أرأيت الذي يكذب بالدين
deepspeech/train/750.wav,259492,و لا يحض على طعام المسكين
deepspeech/train/751.wav,114506,فويل للمصلين
deepspeech/train/752.wav,65466,الذين هم عن صلاتهم ساهون
deepspeech/train/753.wav,60264,الذين هم يراؤن
deepspeech/train/754.wav,273516,الذين هم عن صلاتهم ساهون
deepspeech/train/755.wav,270414,الذين هم عن صلاتهم ساهون
deepspeech/train/756.wav,116686,لإيلاف قريش
deepspeech/train/757.wav,223182,إيلافهم رحلة الشتاء و الصيف
deepspeech/train/758.wav,163790,فليعبدوا رب هذا البيت
deepspeech/train/759.wav,337870,الذي أطعمهم من جوع و آمنهم من خوف
deepspeech/train/760.wav,108494,لإيلاف قريش
deepspeech/train/761.wav,194510,إيلافهم رحلة الشتاء و الصيف
deepspeech/train/762.wav,206798,الذي أطعمهم من جوع
deepspeech/train/763.wav,94158,لإيلاف قريش
deepspeech/train/764.wav,167886,إيلافهم رحلة الشتاء و الصيف
deepspeech/train/765.wav,110542,فليعبدوا رب هذا البيت
deepspeech/train/766.wav,268238,الذي أطعمهم من جوع و آمنهم من خوف
deepspeech/train/767.wav,116686,لإيلاف قريش
deepspeech/train/768.wav,237518,إيلافهم رحلة الشتاء و الصيف
deepspeech/train/769.wav,161742,فليعبدوا رب هذا البيت
deepspeech/train/770.wav,411598,الذي أطعمهم من جوع و آمنهم من خوف
deepspeech/train/771.wav,143310,لإيلاف قريش
deepspeech/train/772.wav,284622,إيلافهم رحلة الشتاء و الصيف
deepspeech/train/773.wav,229326,فليعبدوا رب هذا البيت
deepspeech/train/774.wav,452558,الذي أطعمهم من جوع و آمنهم من خوف
deepspeech/train/775.wav,171982,لإيلاف قريش
deepspeech/train/776.wav,339918,إيلافهم رحلة الشتاء و الصيف
deepspeech/train/777.wav,255950,فليعبدوا رب هذا البيت
deepspeech/train/778.wav,479182,الذي أطعمهم من جوع و آمنهم من خوف
deepspeech/train/779.wav,120782,لإيلاف قريش
deepspeech/train/780.wav,165838,فليعبدوا رب هذا البيت
deepspeech/train/781.wav,346062,الذي أطعمهم من جوع و آمنهم من خوف
deepspeech/train/782.wav,149454,لإيلاف قريش
deepspeech/train/783.wav,264142,إيلافهم رحلة الشتاء و الصيف
deepspeech/train/784.wav,206798,فليعبدوا رب هذا البيت
deepspeech/train/785.wav,505806,الذي أطعمهم من جوع و آمنهم من خوف
deepspeech/train/786.wav,116686,لإيلاف قريش
deepspeech/train/787.wav,249806,إيلافهم رحلة الشتاء و الصيف
deepspeech/train/788.wav,178126,فليعبدوا رب هذا البيت
deepspeech/train/789.wav,374734,الذي أطعمهم من جوع و آمنهم من خوف
deepspeech/train/790.wav,274382,لإيلاف قريش إيلافهم رحلة الشتاء و الصيف
deepspeech/train/791.wav,128974,فليعبدوا رب هذا البيت
deepspeech/train/792.wav,325582,الذي أطعمهم من جوع و آمنهم من خوف
deepspeech/train/793.wav,231906,إيلافهم رحلة الشتاء و الصيف
deepspeech/train/794.wav,180302,فليعبدوا رب هذا البيت
deepspeech/train/795.wav,309182,الذي أطعمهم من جوع و آمنهم من خوف
deepspeech/train/796.wav,113020,إيلافهم رحلة الشتاء و الصيف
deepspeech/train/797.wav,163546,فليعبدوا رب هذا البيت
deepspeech/train/798.wav,425096,الذي أطعمهم من جوع و آمنهم من خوف
deepspeech/train/799.wav,270544,إيلافهم رحلة الشتاء و الصيف
deepspeech/train/800.wav,78840,فليعبدوا رب هذا البيت
deepspeech/train/801.wav,175436,فليعبدوا رب هذا البيت
deepspeech/train/802.wav,208130,فليعبدوا رب هذا البيت
deepspeech/train/803.wav,206798,ألم تر كيف فعل ربك بأصحاب الفيل
deepspeech/train/804.wav,157646,ألم يجعل كيدهم في تضليل
deepspeech/train/805.wav,165838,و أرسل عليهم طيرا أبابيل
deepspeech/train/806.wav,237518,ترميهم بحجارة من سجيل
deepspeech/train/807.wav,167886,فجعلهم كعصف مأكول
deepspeech/train/808.wav,544718,ألم تر كيف فعل ربك بأصحاب الفيل
deepspeech/train/809.wav,401358,ألم يجعل كيدهم في تضليل
deepspeech/train/810.wav,366542,و أرسل عليهم طيرا أبابيل
deepspeech/train/811.wav,440270,ترميهم بحجارة من سجيل
deepspeech/train/812.wav,368590,فجعلهم كعصف مأكول
deepspeech/train/813.wav,178126,ألم تر كيف فعل ربك بأصحاب الفيل
